classification,orientation,distance,time,predicted
same,0,0,0.00002,same
different,0.42566,0.14,0.82259,different
different,0.53988,0.156,0.8125,different
different,0.81165,0.49,0.04249,different
same,0,0.017,0.00014,same
different,0.42566,0.156,0.82273,different
different,0.53988,0.156,0.81252,different
different,0.81165,0.49,0.0425,different
same,0,0,0.00002,same
different,0.42566,0.156,0.82274,different
different,0.84515,0.505,0.82958,different
different,0.50638,0.749,0.05956,different
same,0.30527,0.355,0.01706,different
different,0.12039,0.511,0.8398,different
different,0.84515,0.505,0.8298,different
different,0.50638,0.749,0.05978,different
same,0,0.001,0.00022,same
different,0.12039,0.511,0.84002,different
different,0.84515,0.505,0.82988,different
different,0.50638,0.749,0.05986,different
same,0,0,0.00008,same
different,0.12039,0.511,0.8401,different
different,0.84515,0.505,0.82988,different
different,0.50638,0.749,0.05986,different
same,0,0,0.00001,same
different,0.12039,0.511,0.84011,different
different,0.84515,0.504,0.83003,different
different,0.50638,0.749,0.06001,different
same,0,0.001,0.00015,same
different,0.12039,0.51,0.84025,different
different,0.84515,0.504,0.83005,different
different,0.50638,0.749,0.06003,different
same,0,0,0.00002,same
different,0.12039,0.51,0.84027,different
different,0.84515,0.504,0.83007,different
different,0.50638,0.749,0.06005,different
same,0,0,0.00002,same
different,0.12039,0.51,0.84029,different
different,0.84515,0.504,0.83017,different
different,0.50638,0.75,0.06015,different
same,0,0.001,0.00011,same
different,0.12039,0.51,0.84039,different
different,0.84515,0.504,0.83019,different
different,0.50638,0.75,0.06017,different
same,0,0,0.00002,same
different,0.12039,0.51,0.84041,different
different,0.84515,0.504,0.83021,different
different,0.50638,0.75,0.06019,different
same,0,0,0.00002,same
different,0.12039,0.51,0.84043,different
different,0.84515,0.504,0.83023,different
different,0.50638,0.75,0.06021,different
same,0,0,0.00002,same
different,0.12039,0.51,0.84045,different
different,0.84515,0.504,0.83023,different
different,0.50638,0.75,0.06021,different
same,0,0,0.00001,same
different,0.12039,0.51,0.84046,different
different,0.84515,0.503,0.83035,different
different,0.50638,0.749,0.06033,different
same,0,0.001,0.00011,same
different,0.12039,0.509,0.84057,different
different,0.84515,0.503,0.83037,different
different,0.50638,0.749,0.06035,different
same,0,0,0.00003,same
different,0.12039,0.509,0.8406,different
different,0.84515,0.502,0.83047,different
different,0.50638,0.749,0.06045,different
same,0,0.001,0.0001,same
different,0.12039,0.508,0.84069,different
different,0.84515,0.502,0.83057,different
different,0.50638,0.749,0.06055,different
same,0,0,0.0001,same
different,0.12039,0.508,0.84079,different
different,0.84515,0.501,0.83061,different
different,0.50638,0.749,0.06059,different
same,0,0.002,0.00004,same
different,0.12039,0.507,0.84083,different
different,0.84515,0.501,0.83063,different
different,0.50638,0.749,0.06061,different
same,0,0,0.00002,same
different,0.12039,0.507,0.84085,different
different,0.84515,0.501,0.83065,different
different,0.50638,0.749,0.06063,different
same,0,0,0.00003,same
different,0.12039,0.507,0.84088,different
different,0.84515,0.498,0.83075,different
different,0.50638,0.748,0.06073,different
same,0,0.003,0.0001,same
different,0.12039,0.505,0.84097,different
different,0.84515,0.498,0.83077,different
different,0.50638,0.748,0.06075,different
same,0,0,0.00002,same
different,0.12039,0.505,0.84099,different
different,0.84515,0.498,0.83079,different
different,0.50638,0.748,0.06077,different
same,0,0,0.00002,same
different,0.12039,0.505,0.84101,different
different,0.84515,0.496,0.83091,different
different,0.50638,0.747,0.06089,different
same,0,0.003,0.00012,same
different,0.12039,0.502,0.84113,different
different,0.84515,0.496,0.83093,different
different,0.50638,0.747,0.06091,different
same,0,0,0.00002,same
different,0.12039,0.502,0.84115,different
different,0.84515,0.496,0.83093,different
different,0.50638,0.747,0.06091,different
same,0,0,0.00001,same
different,0.12039,0.502,0.84116,different
different,0.84515,0.493,0.83104,different
different,0.50638,0.746,0.06102,different
same,0,0.004,0.00011,same
different,0.12039,0.499,0.84126,different
different,0.84515,0.493,0.83107,different
different,0.50638,0.746,0.06105,different
same,0,0,0.00003,same
different,0.12039,0.499,0.84129,different
different,0.84515,0.493,0.83108,different
different,0.50638,0.746,0.06106,different
same,0,0,0.00002,same
different,0.12039,0.499,0.8413,different
different,0.84515,0.489,0.83121,different
different,0.50638,0.745,0.06119,different
same,0,0.004,0.00013,same
different,0.12039,0.496,0.84144,different
different,0.84515,0.489,0.8313,different
different,0.50638,0.745,0.06128,different
same,0,0,0.00009,same
different,0.12039,0.496,0.84152,different
different,0.84515,0.489,0.8314,different
different,0.50638,0.745,0.06138,different
same,0,0,0.0001,same
different,0.12039,0.496,0.84162,different
different,0.84515,0.485,0.83142,different
different,0.50638,0.743,0.0614,different
same,0,0.005,0.00003,same
different,0.12039,0.492,0.84165,different
different,0.84515,0.485,0.83144,different
different,0.50638,0.743,0.06142,different
same,0,0,0.00002,same
different,0.12039,0.492,0.84166,different
different,0.84515,0.485,0.83148,different
different,0.50638,0.743,0.06146,different
same,0,0,0.00004,same
different,0.12039,0.492,0.8417,different
different,0.84515,0.485,0.83149,different
different,0.50638,0.743,0.06147,different
same,0,0,0.00002,same
different,0.12039,0.492,0.84172,different
different,0.84515,0.481,0.83151,different
different,0.50638,0.741,0.06149,different
same,0,0.005,0.00002,same
different,0.12039,0.488,0.84173,different
different,0.84515,0.481,0.83153,different
different,0.50638,0.741,0.06151,different
same,0,0,0.00002,same
different,0.12039,0.488,0.84175,different
different,0.84515,0.481,0.83155,different
different,0.50638,0.741,0.06153,different
same,0,0,0.00002,same
different,0.12039,0.488,0.84177,different
different,0.84515,0.476,0.83163,different
different,0.50638,0.739,0.06161,different
same,0,0.005,0.00009,same
different,0.12039,0.484,0.84186,different
different,0.84515,0.476,0.83165,different
different,0.50638,0.739,0.06163,different
same,0,0,0.00002,same
different,0.12039,0.484,0.84187,different
different,0.84515,0.476,0.83167,different
different,0.50638,0.739,0.06165,different
same,0,0,0.00002,same
different,0.12039,0.484,0.84189,different
different,0.84515,0.471,0.83178,different
different,0.50638,0.737,0.06176,different
same,0,0.005,0.00011,same
different,0.12039,0.479,0.842,different
different,0.84515,0.471,0.83187,different
different,0.50638,0.737,0.06185,different
same,0,0,0.00009,same
different,0.12039,0.479,0.84209,different
different,0.84515,0.471,0.83189,different
different,0.50638,0.737,0.06187,different
same,0,0,0.00002,same
different,0.12039,0.479,0.84211,different
different,0.84515,0.466,0.83192,different
different,0.50638,0.735,0.0619,different
same,0,0.006,0.00004,same
different,0.12039,0.474,0.84214,different
different,0.84515,0.466,0.83194,different
different,0.50638,0.735,0.06192,different
same,0,0,0.00002,same
different,0.12039,0.474,0.84216,different
different,0.84515,0.466,0.83198,different
different,0.50638,0.735,0.06196,different
same,0,0,0.00004,same
different,0.12039,0.474,0.84221,different
different,0.84515,0.462,0.83207,different
different,0.50638,0.733,0.06205,different
same,0,0.005,0.00009,same
different,0.12039,0.47,0.84229,different
different,0.84515,0.462,0.83209,different
different,0.50638,0.733,0.06207,different
same,0,0,0.00002,same
different,0.12039,0.47,0.84231,different
different,0.84515,0.457,0.83222,different
different,0.50638,0.731,0.0622,different
same,0,0.005,0.00013,same
different,0.12039,0.465,0.84244,different
different,0.84515,0.457,0.83224,different
different,0.50638,0.731,0.06222,different
same,0,0,0.00002,same
different,0.12039,0.465,0.84246,different
different,0.84515,0.453,0.83238,different
different,0.50638,0.729,0.06236,different
same,0,0.005,0.00014,same
different,0.12039,0.461,0.8426,different
different,0.84515,0.453,0.83239,different
different,0.50638,0.729,0.06237,different
same,0,0,0.00001,same
different,0.12039,0.461,0.84261,different
different,0.84515,0.449,0.83252,different
different,0.50638,0.728,0.0625,different
same,0,0.005,0.00013,same
different,0.12039,0.458,0.84274,different
different,0.84515,0.449,0.83254,different
different,0.50638,0.728,0.06252,different
same,0,0,0.00002,same
different,0.12039,0.458,0.84276,different
different,0.84515,0.449,0.83254,different
different,0.50638,0.728,0.06252,different
same,0,0,0.00001,same
different,0.12039,0.458,0.84277,different
different,0.84515,0.445,0.83265,different
different,0.50638,0.726,0.06263,different
same,0,0.004,0.00011,same
different,0.12039,0.454,0.84287,different
different,0.84515,0.445,0.83275,different
different,0.50638,0.726,0.06273,different
same,0,0,0.0001,same
different,0.12039,0.454,0.84297,different
different,0.84515,0.445,0.83276,different
different,0.50638,0.726,0.06274,different
same,0,0,0.00002,same
different,0.12039,0.454,0.84298,different
different,0.84515,0.442,0.83282,different
different,0.50638,0.726,0.0628,different
same,0,0.004,0.00005,same
different,0.12039,0.452,0.84304,different
different,0.84515,0.442,0.83284,different
different,0.50638,0.726,0.06282,different
same,0,0,0.00003,same
different,0.12039,0.452,0.84306,different
different,0.84515,0.442,0.83285,different
different,0.50638,0.726,0.06283,different
same,0,0,0.00001,same
different,0.12039,0.452,0.84307,different
different,0.84515,0.44,0.83295,different
different,0.50638,0.725,0.06293,different
same,0,0.003,0.0001,same
different,0.12039,0.449,0.84317,different
different,0.84515,0.44,0.83296,different
different,0.50638,0.725,0.06294,different
same,0,0,0.00002,same
different,0.12039,0.449,0.84319,different
different,0.84515,0.44,0.83298,different
different,0.50638,0.725,0.06296,different
same,0,0,0.00002,same
different,0.12039,0.449,0.8432,different
different,0.84515,0.438,0.83309,different
different,0.50638,0.724,0.06307,different
same,0,0.003,0.00011,same
different,0.12039,0.447,0.84331,different
different,0.84515,0.438,0.8331,different
different,0.50638,0.724,0.06308,different
same,0,0,0.00002,same
different,0.12039,0.447,0.84333,different
different,0.84515,0.436,0.83326,different
different,0.50638,0.724,0.06324,different
same,0,0.002,0.00016,same
different,0.12039,0.446,0.84348,different
different,0.84515,0.436,0.83328,different
different,0.50638,0.724,0.06326,different
same,0,0,0.00002,same
different,0.12039,0.446,0.8435,different
different,0.84515,0.435,0.83339,different
different,0.50638,0.724,0.06337,different
same,0,0.002,0.00011,same
different,0.12039,0.445,0.84361,different
different,0.84515,0.435,0.83341,different
different,0.50638,0.724,0.06339,different
same,0,0,0.00002,same
different,0.12039,0.445,0.84363,different
different,0.84515,0.435,0.83354,different
different,0.50638,0.724,0.06352,different
same,0,0,0.00013,same
different,0.12039,0.445,0.84376,different
different,0.84515,0.435,0.83356,different
different,0.50638,0.724,0.06354,different
same,0,0.001,0.00002,same
different,0.12039,0.445,0.84378,different
different,0.84515,0.435,0.83358,different
different,0.50638,0.724,0.06356,different
same,0,0,0.00002,same
different,0.12039,0.445,0.8438,different
different,0.84515,0.435,0.8336,different
different,0.50638,0.724,0.06358,different
same,0,0,0.00003,same
different,0.12039,0.445,0.84382,different
different,0.84515,0.434,0.83368,different
different,0.50638,0.724,0.06366,different
same,0,0.001,0.00008,same
different,0.12039,0.444,0.8439,different
different,0.84515,0.434,0.8337,different
different,0.50638,0.724,0.06368,different
same,0,0,0.00002,same
different,0.12039,0.444,0.84392,different
different,0.84515,0.434,0.83371,different
different,0.50638,0.724,0.06369,different
same,0,0,0.00001,same
different,0.12039,0.444,0.84393,different
different,0.84515,0.434,0.83384,different
different,0.50638,0.724,0.06382,different
same,0,0,0.00013,same
different,0.12039,0.444,0.84406,different
different,0.84515,0.434,0.83386,different
different,0.50638,0.724,0.06384,different
same,0,0,0.00002,same
different,0.12039,0.444,0.84408,different
different,0.84515,0.433,0.83398,different
different,0.50638,0.724,0.06396,different
same,0,0.001,0.00012,same
different,0.12039,0.444,0.8442,different
different,0.84515,0.433,0.83399,different
different,0.50638,0.724,0.06397,different
same,0,0,0.00001,same
different,0.12039,0.444,0.84421,different
different,0.84515,0.433,0.83401,different
different,0.50638,0.724,0.06399,different
same,0,0,0.00003,same
different,0.12039,0.444,0.84424,different
different,0.84515,0.433,0.8341,different
different,0.50638,0.724,0.06408,different
same,0,0,0.00009,same
different,0.12039,0.444,0.84432,different
different,0.84515,0.433,0.83412,different
different,0.50638,0.724,0.0641,different
same,0,0,0.00002,same
different,0.12039,0.444,0.84434,different
different,0.84515,0.433,0.83422,different
different,0.50638,0.724,0.0642,different
same,0,0,0.0001,same
different,0.12039,0.444,0.84444,different
different,0.84515,0.433,0.83427,different
different,0.50638,0.724,0.06425,different
same,0,0,0.00005,same
different,0.12039,0.444,0.84449,different
different,0.84515,0.433,0.83429,different
different,0.50638,0.724,0.06427,different
same,0,0,0.00002,same
different,0.12039,0.444,0.84451,different
different,0.84515,0.433,0.83431,different
different,0.50638,0.724,0.06429,different
same,0,0,0.00003,same
different,0.12039,0.444,0.84453,different
different,0.10771,0.107,0.83936,different
different,0.45924,0.436,0.06934,different
same,0.95286,0.539,0.00505,different
different,0.07325,0.1,0.84958,different
different,0.10771,0.106,0.83952,different
different,0.45924,0.436,0.0695,different
same,0,0.001,0.00016,same
different,0.07325,0.099,0.84974,different
different,0.54548,0.469,0.86071,different
same,0.19395,0.003,0.09069,different
different,0.65319,0.433,0.02119,different
different,0.42006,0.428,0.87093,different
different,0.54548,0.468,0.86228,different
same,0,0.001,0.00157,same
different,0.65319,0.433,0.02276,different
different,0.42006,0.427,0.8725,different
different,0.71191,0.468,0.86243,different
same,0.16643,0,0.00015,same
different,0.81962,0.433,0.02291,different
different,0.25363,0.427,0.87265,different
different,0.71191,0.468,0.86258,different
same,0,0.001,0.00015,same
different,0.81962,0.433,0.02306,different
different,0.25363,0.428,0.8728,different
different,0.8805,0.468,0.86315,different
same,0.16859,0.001,0.00058,same
different,0.98821,0.433,0.02364,different
different,0.08504,0.427,0.87338,different
different,0.02261,0.468,0.8633,different
same,0.14211,0,0.00015,same
different,0.13032,0.433,0.02378,different
different,0.94293,0.427,0.87352,different
different,0.02261,0.468,0.8639,different
same,0,0.001,0.0006,same
different,0.13032,0.433,0.02438,different
different,0.94293,0.427,0.87412,different
different,0.17606,0.468,0.86403,different
same,0.15345,0,0.00013,same
different,0.28377,0.433,0.02451,different
different,0.78948,0.427,0.87425,different
different,0.17606,0.468,0.86421,different
same,0,0.001,0.00018,same
different,0.28377,0.433,0.02469,different
different,0.78948,0.427,0.87443,different
different,0.17606,0.468,0.86433,different
same,0,0,0.00011,same
different,0.28377,0.433,0.02481,different
different,0.78948,0.427,0.87455,different
different,0.17606,0.468,0.86459,different
same,0,0,0.00026,same
different,0.28377,0.433,0.02507,different
different,0.78948,0.427,0.87481,different
different,0.17606,0.468,0.86461,different
same,0,0,0.00002,same
different,0.28377,0.433,0.02509,different
different,0.78948,0.427,0.87483,different
different,0.17606,0.468,0.86462,different
same,0,0,0.00002,same
different,0.28377,0.433,0.02511,different
different,0.78948,0.427,0.87485,different
different,0.17606,0.468,0.86464,different
same,0,0,0.00002,same
different,0.28377,0.433,0.02512,different
different,0.78948,0.427,0.87486,different
different,0.17606,0.468,0.86476,different
same,0,0,0.00012,same
different,0.28377,0.433,0.02525,different
different,0.78948,0.427,0.87499,different
different,0.17606,0.468,0.86486,different
same,0,0,0.0001,same
different,0.28377,0.433,0.02534,different
different,0.78948,0.427,0.87508,different
different,0.17606,0.468,0.86491,different
same,0,0,0.00005,same
different,0.28377,0.433,0.02539,different
different,0.78948,0.427,0.87513,different
different,0.34992,0.324,0.86741,different
same,0.17386,0.254,0.00249,different
different,0.45763,0.351,0.02789,different
different,0.61562,0.288,0.87763,different
different,0.74332,0.324,0.86755,different
same,0.3934,0.001,0.00014,same
different,0.85103,0.351,0.02803,different
different,0.22223,0.288,0.87777,different
different,0.04878,0.442,0.86929,different
same,0.69454,0.158,0.00174,different
different,0.15649,0.436,0.02977,different
different,0.91676,0.402,0.87951,different
different,0.04878,0.441,0.86944,different
same,0,0.001,0.00015,same
different,0.15649,0.435,0.02992,different
different,0.91676,0.402,0.87966,different
different,0.04878,0.442,0.86958,different
same,0,0.001,0.00014,same
different,0.15649,0.435,0.03006,different
different,0.91676,0.402,0.8798,different
different,0.7512,0.442,0.87528,different
same,0.29758,0.006,0.00571,same
different,0.85891,0.437,0.03576,different
different,0.21434,0.402,0.8855,different
different,0.73481,0.346,0.87746,different
same,0.98361,0.146,0.00218,different
different,0.84252,0.374,0.03794,different
different,0.23073,0.311,0.88768,different
different,0.01011,0.322,0.87878,different
same,0.2753,0.045,0.00132,same
different,0.11782,0.339,0.03926,different
different,0.04457,0.284,0.889,different
different,0.85537,0.349,0.88083,different
same,0.15474,0.03,0.00205,same
different,0.96308,0.369,0.04131,different
different,0.11017,0.312,0.89105,different
different,0.49726,0.37,0.88171,different
same,0.35811,0.152,0.00088,different
different,0.60497,0.345,0.04219,different
different,0.46828,0.329,0.89193,different
different,0.35233,0.37,0.88184,different
same,0.14493,0,0.00013,same
different,0.46004,0.345,0.04232,different
different,0.61321,0.329,0.89206,different
different,0.35233,0.37,0.882,different
same,0,0.001,0.00016,same
different,0.46004,0.345,0.04248,different
different,0.61321,0.329,0.89222,different
different,0.02201,0.412,0.88331,different
same,0.66968,0.143,0.00131,different
different,0.12972,0.423,0.04379,different
different,0.05647,0.374,0.89353,different
different,0.02201,0.413,0.88345,different
same,0,0.001,0.00014,same
different,0.12972,0.424,0.04393,different
different,0.05647,0.375,0.89367,different
different,0.02201,0.413,0.8836,different
same,0,0.001,0.00015,same
different,0.12972,0.424,0.04408,different
different,0.05647,0.375,0.89382,different
different,0.26689,0.33,0.8944,different
same,0.75512,0.099,0.0108,different
different,0.3746,0.358,0.05488,different
different,0.69865,0.295,0.90462,different
different,0.81155,0.352,0.89629,different
same,0.54466,0.033,0.0019,same
different,0.91926,0.372,0.05678,different
different,0.154,0.315,0.90651,different
different,0.45118,0.427,0.89805,different
same,0.36037,0.117,0.00176,different
different,0.55889,0.421,0.05853,different
different,0.51436,0.387,0.90827,different
different,0.59389,0.427,0.89848,different
same,0.14271,0,0.00043,same
different,0.7016,0.421,0.05896,different
different,0.37165,0.387,0.9087,different
different,0.31593,0.323,0.89921,different
same,0.72204,0.145,0.00073,different
different,0.42364,0.349,0.05969,different
different,0.64961,0.287,0.90943,different
different,0.63644,0.332,0.90079,different
same,0.32051,0.053,0.00158,same
different,0.74415,0.342,0.06127,different
different,0.32911,0.293,0.91101,different
different,0.63644,0.332,0.90082,different
same,0,0,0.00003,same
different,0.74415,0.342,0.0613,different
different,0.32911,0.293,0.91104,different
different,0.63644,0.332,0.90084,different
same,0,0,0.00003,same
different,0.74415,0.342,0.06133,different
different,0.32911,0.293,0.91107,different
different,0.10261,0.35,0.90184,different
same,0.53383,0.064,0.001,same
different,0.21032,0.34,0.06232,different
different,0.86293,0.31,0.91206,different
different,0.10261,0.351,0.90198,different
same,0,0.001,0.00014,same
different,0.21032,0.341,0.06246,different
different,0.86293,0.31,0.9122,different
different,0.66977,0.229,0.90842,different
different,0.43284,0.352,0.00644,different
same,0.77748,0.124,0.0689,different
different,0.29577,0.215,0.91864,different
different,0.66977,0.229,0.90884,different
different,0.43284,0.352,0.00686,different
same,0,0.001,0.00042,same
different,0.29577,0.214,0.91906,different
different,0.4214,0.423,0.91849,different
same,0.31879,0.257,0.0165,different
different,0.75163,0.541,0.00964,different
different,0.54414,0.394,0.92871,different
different,0.38297,0.303,0.92127,different
same,0.03843,0.12,0.00278,different
different,0.7132,0.44,0.01243,different
different,0.58257,0.277,0.93149,different
different,0.52278,0.318,0.92928,different
same,0.13981,0.107,0.00802,different
different,0.85301,0.395,0.02044,different
different,0.44276,0.282,0.93951,different
different,0.84906,0.214,0.96893,different
different,0.67372,0.389,0.03965,different
same,0.17929,0.015,0.06009,different
different,0.11648,0.2,0.97916,different
different,0.84906,0.215,0.96899,different
different,0.67372,0.389,0.0397,different
same,0,0.001,0.00005,same
different,0.11648,0.201,0.97921,different
different,0.84906,0.215,0.969,different
different,0.67372,0.389,0.03972,different
same,0,0,0.00002,same
different,0.11648,0.201,0.97923,different
different,0.84906,0.216,0.96914,different
different,0.67372,0.39,0.03986,different
same,0,0.001,0.00014,same
different,0.11648,0.202,0.97937,different
different,0.84906,0.216,0.96916,different
different,0.67372,0.39,0.03988,different
same,0,0,0.00002,same
different,0.11648,0.202,0.97938,different
different,0.84906,0.229,0.96928,different
different,0.67372,0.423,0.04,different
same,0,0.034,0.00012,same
different,0.11648,0.22,0.97951,different
different,0.84906,0.229,0.9693,different
different,0.67372,0.423,0.04002,different
same,0,0,0.00002,same
different,0.11648,0.22,0.97952,different
different,0.84906,0.229,0.96932,different
different,0.67372,0.423,0.04004,different
same,0,0,0.00002,same
different,0.11648,0.22,0.97954,different
different,0.84906,0.229,0.96942,different
different,0.67372,0.423,0.04014,different
same,0,0,0.00011,same
different,0.11648,0.22,0.97965,different
different,0.84906,0.245,0.96945,different
different,0.67372,0.445,0.04017,different
same,0,0.023,0.00003,same
different,0.11648,0.24,0.97967,different
different,0.84906,0.245,0.96947,different
different,0.67372,0.445,0.04018,different
same,0,0,0.00002,same
different,0.11648,0.24,0.97969,different
different,0.84906,0.245,0.96949,different
different,0.67372,0.445,0.0402,different
same,0,0,0.00002,same
different,0.11648,0.24,0.97971,different
different,0.84906,0.245,0.9695,different
different,0.67372,0.445,0.04022,different
same,0,0,0.00002,same
different,0.11648,0.24,0.97972,different
different,0.00172,0.35,0.98315,different
same,0.52106,0.113,0.05386,different
different,0.15266,0.41,0.01364,different
different,0.96382,0.31,0.99337,different
different,0.00172,0.35,0.98316,different
same,0,0,0.00002,same
different,0.15266,0.41,0.01366,different
different,0.96382,0.31,0.99338,different
different,0.00172,0.35,0.98329,different
same,0,0,0.00013,same
different,0.15266,0.41,0.01379,different
different,0.96382,0.31,0.99352,different
different,0.00172,0.35,0.98331,different
same,0,0,0.00002,same
different,0.15266,0.41,0.01381,different
different,0.96382,0.31,0.99353,different
different,0.00172,0.35,0.98343,different
same,0,0,0.00012,same
different,0.15266,0.41,0.01393,different
different,0.96382,0.31,0.99366,different
different,0.00172,0.35,0.98345,different
same,0,0,0.00002,same
different,0.15266,0.41,0.01395,different
different,0.96382,0.31,0.99367,different
different,0.15293,0.32,0.98431,different
same,0.15121,0.114,0.00086,different
different,0.30387,0.448,0.01481,different
different,0.81261,0.285,0.99453,different
different,0.15293,0.32,0.98446,different
same,0,0,0.00015,same
different,0.30387,0.448,0.01496,different
different,0.81261,0.285,0.99468,different
different,0.58595,0.428,0.98562,different
same,0.56698,0.138,0.00116,different
different,0.73689,0.495,0.01612,different
different,0.37959,0.388,0.99584,different
different,0.46742,0.094,0.99775,different
same,0.88147,0.443,0.01213,different
different,0.61836,0.152,0.02825,different
different,0.46742,0.093,0.9982,different
same,0,0.001,0.00045,same
different,0.61836,0.152,0.02869,different
same,0.52912,0.453,0.00701,different
different,0.08924,0.46,0.0357,different
same,0.17789,0,0.00014,same
different,0.91135,0.46,0.03584,different
same,0,0.001,0.00015,same
different,0.91135,0.459,0.03599,different
same,0.16719,0,0.00014,same
different,0.74416,0.459,0.03613,different
same,0,0.001,0.00022,same
different,0.74416,0.459,0.03635,different
same,0.1409,0,0.00037,same
different,0.60326,0.459,0.03672,different
same,0,0,0.00016,same
different,0.60326,0.459,0.03688,different
same,0,0,0.00013,same
different,0.60326,0.459,0.03701,different
same,0.14741,0,0.00014,same
different,0.45585,0.459,0.03715,different
same,0.23908,0,0.0006,same
different,0.69493,0.459,0.03775,different
same,0,0,0.00002,same
different,0.69493,0.459,0.03777,different
same,0,0,0.00087,same
different,0.69493,0.459,0.03863,different
same,0,0.001,0.00013,same
different,0.69493,0.459,0.03877,different
same,0,0,0.00002,same
different,0.69493,0.459,0.03878,different
same,0.25057,0,0.00013,same
different,0.44436,0.459,0.03891,different
same,0.97933,0.373,0.01168,different
different,0.42369,0.157,0.0506,different
same,0,0,0.0001,same
different,0.42369,0.157,0.05069,different
same,0,0,0.00004,same
different,0.42369,0.157,0.05073,different
same,0,0,0.00002,same
different,0.42369,0.157,0.05075,different
different,0.02169,0.146,0.0102,different
same,0.402,0.21,0.06095,different
different,0.02169,0.146,0.01034,different
same,0,0,0.00014,same
different,0.02169,0.146,0.01049,different
same,0,0,0.00015,same
different,0.02169,0.146,0.01065,different
same,0,0,0.00016,same
different,0.02169,0.143,0.01209,different
same,0,0.004,0.00144,same
different,0.02169,0.141,0.01224,different
same,0,0.002,0.00015,same
different,0.02169,0.139,0.01239,different
same,0,0.004,0.00015,same
different,0.18567,0.136,0.01253,different
same,0.16398,0.004,0.00014,same
different,0.3599,0.128,0.01283,different
same,0.17423,0.013,0.0003,same
different,0.3599,0.122,0.01298,different
same,0,0.009,0.00015,same
different,0.57805,0.117,0.01313,different
same,0.21815,0.01,0.00016,same
different,0.57805,0.112,0.01327,different
same,0,0.011,0.00013,same
different,0.73267,0.107,0.01342,different
same,0.15462,0.013,0.00015,same
different,0.73267,0.104,0.01356,different
same,0,0.014,0.00014,same
different,0.73267,0.102,0.0137,different
same,0,0.015,0.00015,same
different,0.73267,0.103,0.01384,different
same,0,0.017,0.00014,same
different,0.8757,0.108,0.01399,different
same,0.14303,0.018,0.00015,same
different,0.8757,0.115,0.01414,different
same,0,0.019,0.00015,same
different,0.8757,0.126,0.01429,different
same,0,0.02,0.00015,same
different,0.8757,0.139,0.01443,different
same,0,0.021,0.00014,same
different,0.8757,0.155,0.01458,different
same,0,0.021,0.00015,same
different,0.02895,0.191,0.01487,different
same,0.15325,0.043,0.00029,same
different,0.02895,0.21,0.01502,different
same,0,0.022,0.00015,same
different,0.02895,0.229,0.01517,different
same,0,0.021,0.00016,same
different,0.02895,0.248,0.01531,different
same,0,0.021,0.00014,same
different,0.02895,0.266,0.01545,different
same,0,0.02,0.00014,same
different,0.02895,0.284,0.0156,different
same,0,0.019,0.00015,same
different,0.02895,0.301,0.01575,different
same,0,0.018,0.00015,same
different,0.02895,0.317,0.01589,different
same,0,0.016,0.00014,same
different,0.02895,0.331,0.01604,different
same,0,0.015,0.00015,same
different,0.02895,0.343,0.01618,different
same,0,0.013,0.00014,same
different,0.02895,0.354,0.01633,different
same,0,0.011,0.00015,same
different,0.02895,0.363,0.01648,different
same,0,0.009,0.00015,same
different,0.02895,0.376,0.01677,different
same,0,0.013,0.00029,same
different,0.02895,0.38,0.01692,different
same,0,0.004,0.00015,same
different,0.87184,0.383,0.01707,different
same,0.15711,0.003,0.00016,same
different,0.87184,0.385,0.0172,different
same,0,0.002,0.00013,same
different,0.87184,0.386,0.01735,different
same,0,0.001,0.00015,same
different,0.87184,0.386,0.0175,different
same,0,0,0.00015,same
different,0.87184,0.387,0.01765,different
same,0,0.001,0.00015,same
different,0.87184,0.387,0.01779,different
same,0,0,0.00014,same
different,0.87184,0.387,0.01793,different
same,0,0,0.00014,same
different,0.87184,0.387,0.01808,different
same,0,0,0.00015,same
different,0.87184,0.386,0.01852,different
same,0,0.001,0.00044,same
different,0.87184,0.386,0.01954,different
same,0,0.001,0.00102,same
different,0.87184,0.385,0.01969,different
same,0,0.001,0.00015,same
different,0.87184,0.385,0.01983,different
same,0,0,0.00014,same
different,0.87184,0.385,0.02,different
same,0,0,0.00017,same
different,0.87184,0.385,0.02071,different
same,0,0.001,0.00072,same
different,0.87184,0.385,0.02086,different
same,0,0,0.00015,same
same,0.03285,0.512,0.05793,different
different,0.90469,0.379,0.03707,different
same,0,0.001,0.00015,same
different,0.90469,0.379,0.03722,different
same,0,0.002,0.00015,same
different,0.90469,0.378,0.03737,different
same,0,0.002,0.00014,same
different,0.90469,0.378,0.03751,different
same,0.14956,0.002,0.00015,same
different,0.75513,0.377,0.03765,different
same,0,0.003,0.00016,same
different,0.75513,0.375,0.03781,different
same,0,0.003,0.00013,same
different,0.75513,0.374,0.03794,different
same,0,0.004,0.00015,same
different,0.75513,0.372,0.03809,different
same,0,0.005,0.00015,same
different,0.75513,0.369,0.03824,different
same,0,0,0.00011,same
different,0.75513,0.369,0.03835,different
same,0.20101,0.006,0.00004,same
different,0.55412,0.366,0.03838,different
same,0,0,0.00002,same
different,0.55412,0.366,0.0384,different
same,0,0,0.00003,same
different,0.55412,0.366,0.03842,different
same,0,0.007,0.00011,same
different,0.55412,0.363,0.03853,different
same,0,0,0.00002,same
